----------------------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
      5,      50.0,     14.87,   1139.72,     2.06474,     118.301,          2.125
      5,      50.0,     14.26,   1183.05,     1.57080,      90.000,          2.037
      5,      50.0,     13.92,   1216.30,     1.86930,     107.103,          1.989
      5,      50.0,     13.99,   1210.99,     2.00320,     114.775,          1.999
      5,      50.0,     13.96,   1211.51,     1.79760,     102.995,          1.994
      5,      50.0,     13.15,   1282.44,     1.72345,      98.746,          1.879
      5,      50.0,     14.31,   1178.63,     1.63736,      93.814,          2.045
      5,      50.0,     18.03,    935.70,     3.08609,     176.820,          2.575
      5,      50.0,     26.12,    650.66,     1.88050,     107.745,          3.732
      5,      50.0,     14.26,   1182.99,     1.57080,      90.000,          2.037
      5,      50.0,     13.54,   1249.06,     1.79760,     102.995,          1.934
      5,      50.0,     14.55,   1159.22,     1.57080,      90.000,          2.079
      5,      50.0,     14.45,   1172.02,     2.00320,     114.775,          2.064
      5,      50.0,     14.65,   1155.88,     1.97569,     113.199,          2.094
      5,      50.0,     14.08,   1202.66,     1.84910,     105.945,          2.012
      5,      50.0,     18.34,    919.81,     3.03094,     173.660,          2.620
      5,      50.0,     26.11,    651.61,     1.88050,     107.745,          3.729
      5,      50.0,     14.06,   1200.10,     1.57080,      90.000,          2.008
      5,      50.0,     13.78,   1224.31,     1.64210,      94.086,          1.968
      5,      50.0,     13.94,   1213.46,     1.71269,      98.130,          1.991
      5,      50.0,     14.45,   1171.72,     2.00320,     114.775,          2.064
      5,      50.0,     14.09,   1201.68,     1.91382,     109.654,          2.013
      5,      50.0,     14.00,   1204.87,     1.57080,      90.000,          2.000
      5,      50.0,     18.89,    893.01,     3.03672,     173.991,          2.698
      5,      50.0,     14.15,   1196.53,     1.86930,     107.103,          2.022
      5,      50.0,     25.32,    672.74,     1.76819,     101.310,          3.616
      5,      50.0,     13.52,   1247.78,     1.57080,      90.000,          1.931
      5,      50.0,     13.92,   1215.43,     1.84910,     105.945,          1.988
      5,      50.0,     14.36,   1174.38,     1.42890,      81.870,          2.052
      5,      50.0,     13.78,   1228.63,     1.86930,     107.103,          1.968
      5,      50.0,     14.32,   1182.75,     1.78189,     102.095,          2.045
      5,      50.0,     13.76,   1225.98,     1.57080,      90.000,          1.966
      5,      50.0,     13.87,   1220.18,     1.72345,      98.746,          1.981
      5,      50.0,     19.03,    886.26,     2.97644,     170.538,          2.719
      5,      50.0,     26.19,    650.58,     1.76078,     100.886,          3.741
      5,      50.0,     14.43,   1168.65,     1.43824,      82.405,          2.062
      5,      50.0,     14.36,   1174.43,     1.42890,      81.870,          2.052
      5,      50.0,     14.05,   1200.55,     1.49949,      85.914,          2.007
      5,      50.0,     14.16,   1195.99,     1.70335,      97.595,          2.023
      5,      50.0,     13.76,   1230.42,     1.64757,      94.399,          1.966
      5,      50.0,     14.56,   1161.42,     1.84910,     105.945,          2.080
      5,      50.0,     13.36,   1266.87,     1.86930,     107.103,          1.909
      5,      50.0,     18.56,    908.98,     2.91050,     166.760,          2.652
      5,      50.0,     25.13,    678.57,     1.65063,      94.574,          3.590
      5,      50.0,     13.83,   1219.70,     1.35970,      77.905,          1.976
      5,      50.0,     14.04,   1206.85,     1.64210,      94.086,          2.005
      5,      50.0,     13.65,   1236.01,     1.42890,      81.870,          1.950
      5,      50.0,     13.59,   1241.25,     1.49949,      85.914,          1.942
      5,      50.0,     14.52,   1164.05,     1.76819,     101.310,          2.074
      5,      50.0,     14.23,   1188.89,     1.78189,     102.095,          2.033
      5,      50.0,     18.52,    911.16,     2.80230,     160.560,          2.646
      5,      50.0,     25.01,    682.11,     1.57080,      90.000,          3.573
      5,      50.0,     14.40,   1171.67,     1.29250,      74.055,          2.057
      5,      50.0,     14.09,   1200.52,     1.71269,      98.130,          2.013
      5,      50.0,     14.72,   1147.35,     1.71269,      98.130,          2.103
      5,      50.0,     13.74,   1228.50,     1.35970,      77.905,          1.962
      5,      50.0,     13.50,   1255.08,     1.57080,      90.000,          1.929
      5,      50.0,     13.04,   1299.88,     1.49402,      85.601,          1.863
      5,      50.0,     18.68,    903.60,     2.75099,     157.620,          2.668
      5,      50.0,     13.83,   1219.77,     1.35970,      77.905,          1.976
      5,      50.0,     25.01,    682.11,     1.53082,      87.709,          3.573
      5,      50.0,     13.60,   1240.29,     1.27230,      72.897,          1.943
      5,      50.0,     14.02,   1206.61,     1.64210,      94.086,          2.003
      5,      50.0,     13.56,   1250.23,     1.49402,      85.601,          1.937
      5,      50.0,     13.87,   1223.20,     1.49949,      85.914,          1.981
      5,      50.0,     14.44,   1168.95,     1.29250,      74.055,          2.063
      5,      50.0,     18.46,    914.42,     2.67795,     153.435,          2.637
      5,      50.0,     24.79,    688.60,     1.49097,      85.426,          3.541
      5,      50.0,     14.31,   1179.91,     1.70335,      97.595,          2.044
      5,      50.0,     13.93,   1211.09,     1.20362,      68.963,          1.990
      5,      50.0,     13.76,   1229.06,     1.57080,      90.000,          1.966
      5,      50.0,     14.31,   1184.23,     1.49949,      85.914,          2.045
      5,      50.0,     13.77,   1225.47,     1.29250,      74.055,          1.967
      5,      50.0,     13.96,   1209.23,     1.27230,      72.897,          1.994
      5,      50.0,     13.74,   1234.74,     1.34400,      77.005,          1.963
      5,      50.0,     18.93,    891.96,     2.65164,     151.928,          2.704
      5,      50.0,     25.19,    677.58,     1.41214,      80.910,          3.598
      5,      50.0,     14.54,   1159.79,     1.16590,      66.801,          2.078
      5,      50.0,     13.96,   1214.99,     1.49402,      85.601,          1.994
      5,      50.0,     13.34,   1272.72,     1.34400,      77.005,          1.906
      5,      50.0,     14.28,   1182.36,     1.63736,      93.814,          2.040
      5,      50.0,     13.60,   1241.54,     1.27230,      72.897,          1.943
      5,      50.0,     13.48,   1251.54,     1.20362,      68.963,          1.926
      5,      50.0,     18.95,    890.93,     2.62920,     150.642,          2.708
      5,      50.0,     24.42,    698.50,     1.36540,      78.232,          3.489
      5,      50.0,     14.53,   1161.05,     1.50423,      86.186,          2.076
      5,      50.0,     14.24,   1184.38,     1.07685,      61.699,          2.035
      5,      50.0,     14.14,   1195.51,     1.42890,      81.870,          2.020
      5,      50.0,     13.79,   1224.81,     1.20362,      68.963,          1.971
      5,      50.0,     13.54,   1246.44,     1.13839,      65.225,          1.934
      5,      50.0,     13.80,   1231.98,     1.34400,      77.005,          1.971
      5,      50.0,     19.02,    888.23,     2.46685,     141.340,          2.717
      5,      50.0,     14.32,   1184.43,     1.35970,      77.905,          2.045
      5,      50.0,     24.21,    704.25,     1.28700,      73.740,          3.459
      5,      50.0,     14.31,   1178.90,     0.94200,      53.973,          2.044
      5,      50.0,     14.36,   1174.71,     1.42890,      81.870,          2.052
      5,      50.0,     13.31,   1267.50,     1.10715,      63.435,          1.902
      5,      50.0,     15.01,   1126.07,     1.37340,      78.690,          2.144
      5,      50.0,     13.54,   1248.64,     1.10715,      63.435,          1.934
      5,      50.0,     13.93,   1221.30,     1.20362,      68.963,          1.990
      5,      50.0,     17.85,    946.44,     2.47562,     141.843,          2.551
      5,      50.0,     13.96,   1215.57,     1.35970,      77.905,          1.994
      5,      50.0,     24.04,    709.37,     1.22203,      70.017,          3.434
      5,      50.0,     14.32,   1178.23,     1.35970,      77.905,          2.045
      5,      50.0,     13.83,   1222.04,     1.35970,      77.905,          1.976
      5,      50.0,     14.26,   1183.24,     0.94200,      53.973,          2.037
      5,      50.0,     13.39,   1260.15,     0.94200,      53.973,          1.913
      5,      50.0,     13.31,   1270.15,     1.10715,      63.435,          1.902
      5,      50.0,     17.71,    954.31,     2.43934,     139.764,          2.530
      5,      50.0,     13.93,   1217.92,     1.20362,      68.963,          1.990
      5,      50.0,     24.56,    693.97,     1.19781,      68.629,          3.509
      5,      50.0,     14.56,   1158.53,     1.29250,      74.055,          2.080
      5,      50.0,     13.83,   1219.46,     0.83798,      48.013,          1.976
      5,      50.0,     14.24,   1186.70,     1.27230,      72.897,          2.034
      5,      50.0,     13.67,   1235.08,     0.98279,      56.310,          1.952
      5,      50.0,     13.74,   1231.69,     1.04272,      59.744,          1.963
      5,      50.0,     13.79,   1229.81,     1.13839,      65.225,          1.971
      5,      50.0,     13.66,   1246.93,     1.13839,      65.225,          1.951
      5,      50.0,     17.74,    952.79,     2.31622,     132.710,          2.534
      5,      50.0,     23.82,    715.06,     1.10715,      63.435,          3.402
      5,      50.0,     13.12,   1298.67,     1.04272,      59.744,          1.875
      5,      50.0,     14.08,   1197.93,     1.29250,      74.055,          2.012
      5,      50.0,     14.26,   1184.94,     1.20362,      68.963,          2.037
      5,      50.0,     13.87,   1223.69,     1.13839,      65.225,          1.981
      5,      50.0,     13.52,   1248.83,     0.94200,      53.973,          1.931
      5,      50.0,     13.36,   1267.41,     1.03038,      59.036,          1.909
      5,      50.0,     18.51,    913.23,     2.20355,     126.254,          2.645
      5,      50.0,     23.95,    710.91,     1.05165,      60.255,          3.421
      5,      50.0,     14.26,   1182.87,     1.20362,      68.963,          2.037
      5,      50.0,     14.13,   1195.98,     1.20362,      68.963,          2.018
      5,      50.0,     13.26,   1285.80,     0.94200,      53.973,          1.895
      5,      50.0,     13.89,   1221.46,     1.04272,      59.744,          1.985
      5,      50.0,     13.52,   1253.36,     0.89606,      51.340,          1.931
      5,      50.0,     17.85,    947.17,     2.19105,     125.538,          2.551
      5,      50.0,     23.59,    721.05,     0.99442,      56.976,          3.370
      5,      50.0,     13.60,   1240.20,     0.62880,      36.027,          1.943
      5,      50.0,     13.99,   1207.29,     1.07685,      61.699,          1.999
      5,      50.0,     14.13,   1194.11,     1.20362,      68.963,          2.018
      5,      50.0,     14.42,   1176.97,     0.98279,      56.310,          2.060
      5,      50.0,     13.82,   1222.52,     0.73782,      42.274,          1.974
      5,      50.0,     13.20,   1292.58,     0.94200,      53.973,          1.886
      5,      50.0,     17.84,    947.87,     2.14213,     122.735,          2.549
      5,      50.0,     23.26,    730.89,     0.93577,      53.616,          3.322
      5,      50.0,     14.16,   1191.05,     0.55165,      31.608,          2.023
      5,      50.0,     14.24,   1185.80,     1.04272,      59.744,          2.035
      5,      50.0,     14.21,   1186.74,     1.16590,      66.801,          2.031
      5,      50.0,     13.50,   1264.90,     0.94200,      53.973,          1.928
      5,      50.0,     14.31,   1186.28,     0.94200,      53.973,          2.044
