D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py,,,,,,
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
5,38.5,15,866.02,0.404916386,23.2,3
5,38.5,14.13,919.6,0.432492589,24.78,2.825
5,38.5,14.45,899.1,0.404916386,23.2,2.89
5,38.5,13.93,932.76,0.367217275,21.04,2.786
5,38.5,14.24,912.41,0.367217275,21.04,2.848
5,38.5,14.56,892.29,0.278380016,15.95,2.912
5,38.5,14.56,892.29,0.278380016,15.95,2.912
5,38.5,15.23,853.14,0.260577657,14.93,3.045
5,38.5,14.32,907.24,0.211184839,12.1,2.864
5,38.5,14.82,876.25,0.197396738,11.31,2.965
5,38.5,14.34,906.1,0.278380016,15.95,2.867
5,38.5,14.93,870.23,0.141895268,8.13,2.985
5,38.5,14.43,899.92,0.141895268,8.13,2.887
5,38.5,14.59,890.52,0.141895268,8.13,2.917
5,38.5,14.36,904.34,0.141895268,8.13,2.873
5,38.5,14.72,882.27,0.211184839,12.1,2.944
5,38.5,13.59,955.58,0.141895268,8.13,2.718
5,38.5,14.53,893.62,0.066497045,3.81,2.907
5,38.5,14.31,907.53,0.141895268,8.13,2.862
5,38.5,14.05,924.27,0.066497045,3.81,2.811
5,38.5,13.54,959.57,0.076794487,4.4,2.707
5,38.5,14.52,894.87,0,0,2.903
5,38.5,13.52,961.12,0.071383966,4.09,2.704
5,38.5,14.02,926.88,0,0,2.804
5,38.5,14.26,911.14,0,0,2.852
5,38.5,14.02,926.88,0,0,2.804
5,38.5,14.28,910.19,0.071383966,4.09,2.855
5,38.5,13.5,962.7,0,0,2.7
5,38.5,13.76,944.8,0,0,2.752
5,38.5,14.26,911.91,0,0,2.852
5,38.5,14.52,895.95,0.066497045,3.81,2.903
5,38.5,14.28,911.23,0.071383966,4.09,2.855
5,38.5,14,929.05,0,0,2.8
5,38.5,14.05,925.68,0.071383966,4.09,2.81
5,38.5,14.34,906.07,0.197396738,11.31,2.867
5,38.5,14.13,918.98,0.211184839,12.1,2.827
5,38.5,13.93,933,0.367217275,21.04,2.786
5,38.5,14.26,911.29,0.367217275,21.04,2.852
5,38.5,13.79,942.42,0.394793477,22.62,2.759
5,38.5,13.58,959.39,0.499338699,28.61,2.716
5,38.5,14.42,903.24,0.588001425,33.69,2.884
5,38.5,13.05,998.05,0.499338699,28.61,2.61
5,38.5,14.1,923.35,0.551698577,31.61,2.82
5,38.5,13.74,947.77,0.566708408,32.47,2.748
5,38.5,14.01,929.49,0.588001425,33.69,2.802
5,38.5,13.04,998.67,0.566708408,32.47,2.608
5,38.5,12.7,1024.22,0.499338699,28.61,2.541
5,38.5,13.74,946.88,0.588001425,33.69,2.748
5,38.5,13.47,966.09,0.566708408,32.47,2.693
5,38.5,13.04,996.78,0.566708408,32.47,2.608
5,38.5,13.68,949.9,0.528136632,30.26,2.736
5,38.5,12.86,1010.89,0.610690705,34.99,2.571
5,38.5,14.17,918.82,0.837932574,48.01,2.834
5,38.5,13.48,965.65,0.885056464,50.71,2.696
5,38.5,12.78,1018.15,0.896052038,51.34,2.555
5,38.5,12.91,1007.09,1.004087919,57.53,2.583
5,38.5,13.56,959.23,0.896052038,51.34,2.711
5,38.5,13.91,934.55,0.896052038,51.34,2.783
5,38.5,13.52,961.86,0.885056464,50.71,2.704
5,38.5,13.6,955.99,0.941954197,53.97,2.72
5,38.5,13.6,955.99,0.941954197,53.97,2.72
5,38.5,13.67,951.48,0.982794902,56.31,2.733
5,38.5,13.6,955.99,0.941954197,53.97,2.72
5,38.5,13.26,979.58,0.896052038,51.34,2.652
5,38.5,13.67,950.62,0.941954197,53.97,2.733
5,38.5,13.39,970.07,1.004087919,57.53,2.679
5,38.5,13.74,945.65,0.941954197,53.97,2.748
5,38.5,13.74,945.65,0.982794902,56.31,2.748
5,38.5,13.81,940.67,0.982794902,56.31,2.762
5,38.5,13.48,963.48,0.982794902,56.31,2.697
5,38.5,13.22,982.8,1.042834228,59.75,2.644
5,38.5,13.42,968.43,1.107236877,63.44,2.683
5,38.5,12.87,1009.17,1.17600285,67.38,2.575
5,38.5,13.54,959.84,1.138478271,65.23,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.54,959.84,1.107236877,63.44,2.708
5,38.5,13.87,937.03,1.138478271,65.23,2.773
5,38.5,13.54,959.84,1.138478271,65.23,2.708
5,38.5,13.42,968.51,1.107236877,63.44,2.683
5,38.5,13.44,967.09,1.138478271,65.23,2.687
5,38.5,13.31,975.89,1.107236877,63.44,2.663
5,38.5,13.76,944.2,1.107236877,63.44,2.752
5,38.5,13.48,963.48,0.982794902,56.31,2.697
5,38.5,13.74,945.65,0.941954197,53.97,2.748
5,38.5,12.62,1029.2,1.004087919,57.53,2.524
5,38.5,13.04,996.37,1.004087919,57.53,2.608
5,38.5,13.26,979.52,0.941954197,53.97,2.652
5,38.5,13.52,960.93,0.896052038,51.34,2.704
5,38.5,13.48,963.52,0.837932574,48.01,2.696
5,38.5,14.19,915.59,0.685739863,39.29,2.837
5,38.5,13.67,951.25,0.367217275,21.04,2.733
5,38.5,12.84,1012.31,0.348716785,19.98,2.569
5,38.5,13.6,956.27,0.298451302,17.1,2.72
5,38.5,12.2,1066.71,0.245044227,14.04,2.439
5,38.5,12.99,1002.16,0.245044227,14.04,2.598
5,38.5,13.3,979.35,0.226892803,13,2.66
5,38.5,12.95,1004.64,0.15271631,8.75,2.591
5,38.5,12.66,1027.98,0.15271631,8.75,2.532
5,38.5,12.6,1036.38,0.15271631,8.75,2.52
5,38.5,12.82,1019.05,0.076794487,4.4,2.564
5,38.5,11.54,1131.55,0.083077672,4.76,2.309
5,38.5,12.04,1084.4,0.083077672,4.76,2.408
5,38.5,12.76,1018.93,0.076794487,4.4,2.552
5,38.5,12.28,1058.55,0.083077672,4.76,2.456
5,38.5,11.52,1128.55,0,0,2.304
5,38.5,12.28,1058.83,0,0,2.456
5,38.5,12.78,1017.47,0.083077672,4.76,2.556
5,38.5,12.56,1035.21,0.165108147,9.46,2.512
5,38.5,12.04,1079.98,0.083077672,4.76,2.408
5,38.5,12.32,1055.27,0.165108147,9.46,2.464
5,38.5,12.1,1074.15,0.165108147,9.46,2.421
5,38.5,12.46,1042.41,0.165108147,9.46,2.493
5,38.5,12.76,1018.32,0.226892803,13,2.551
5,38.5,12.46,1042.23,0.165108147,9.46,2.493
5,38.5,11.97,1085.13,0.245044227,14.04,2.394
5,38.5,11.97,1085.13,0.245044227,14.04,2.394
5,38.5,11.97,1085.09,0.165108147,9.46,2.394
5,38.5,12.57,1033.57,0.15271631,8.75,2.513
5,38.5,12.53,1038.22,0.499338699,28.61,2.506
5,38.5,12.53,1038.58,0.499338699,28.61,2.506
5,38.5,13.06,997,0.528136632,30.26,2.612
5,38.5,12.02,1084.2,0.499338699,28.61,2.403
5,38.5,12.36,1054.51,0.499338699,28.61,2.472
5,38.5,12.81,1017.95,0.674744289,38.66,2.561
5,38.5,12.07,1077.19,0.661130721,37.88,2.415
5,38.5,11.76,1105.12,0.960105622,55.01,2.353
5,38.5,12.42,1046.32,0.896052038,51.34,2.485
5,38.5,12.51,1039.55,0.896052038,51.34,2.501
5,38.5,12.81,1015.21,0.896052038,51.34,2.561
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.16,1069.58,0.896052038,51.34,2.431
5,38.5,12.62,1029.99,1.004087919,57.53,2.524
5,38.5,12.62,1029.99,1.004087919,57.53,2.524
5,38.5,12.28,1058.86,0.960105622,55.01,2.456
5,38.5,12.62,1029.99,1.004087919,57.53,2.524
5,38.5,12.62,1029.99,1.004087919,57.53,2.524
5,38.5,12.62,1029.99,1.004087919,57.53,2.524
5,38.5,12.16,1069.58,0.896052038,51.34,2.431
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.22,1063.91,0.909840139,52.13,2.444
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.29,1057.5,0.909840139,52.13,2.459
5,38.5,11.66,1114.83,1.03044239,59.04,2.332
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.16,1069.58,0.896052038,51.34,2.431
5,38.5,12.28,1058.86,0.960105622,55.01,2.456
5,38.5,12.36,1051.93,1.004087919,57.53,2.472
5,38.5,12.36,1051.93,1.004087919,57.53,2.472
5,38.5,12.36,1051.93,1.004087919,57.53,2.472
5,38.5,12.35,1052.71,1.004087919,57.53,2.47
5,38.5,12.02,1082.21,1.03044239,59.04,2.403
5,38.5,12.02,1082.21,1.03044239,59.04,2.403
5,38.5,12.44,1045.24,1.071457628,61.39,2.488
5,38.5,12.53,1037.6,1.071457628,61.39,2.506
5,38.5,12.55,1035.95,1.107236877,63.44,2.51
5,38.5,12.55,1035.95,1.107236877,63.44,2.51
5,38.5,12.44,1045.24,1.071457628,61.39,2.488
5,38.5,12.31,1056.28,1.107236877,63.44,2.462
5,38.5,12.31,1056.19,1.144237858,65.56,2.462
5,38.5,11.63,1117.88,1.107236877,63.44,2.326
5,38.5,12.54,1036.8,1.107236877,63.44,2.508
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.42,1046.59,1.144237858,65.56,2.485
5,38.5,12.42,1046.59,1.144237858,65.56,2.485
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.76,1019.24,1.17600285,67.38,2.551
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.54,1036.8,1.107236877,63.44,2.508
5,38.5,12.53,1037.6,1.071457628,61.39,2.506
5,38.5,12.64,1028.72,1.144237858,65.56,2.528
5,38.5,12.31,1056.19,1.144237858,65.56,2.462
5,38.5,12.42,1046.59,1.144237858,65.56,2.485
5,38.5,12.53,1037.6,1.071457628,61.39,2.506
5,38.5,12.55,1035.95,1.107236877,63.44,2.51
5,38.5,12.55,1035.95,1.107236877,63.44,2.51
5,38.5,12.53,1037.6,1.071457628,61.39,2.506
5,38.5,12.1,1074.83,1.03044239,59.04,2.419
5,38.5,12.35,1052.71,1.004087919,57.53,2.47
5,38.5,12.36,1051.93,1.004087919,57.53,2.472
5,38.5,12.36,1051.93,0.960105622,55.01,2.472
5,38.5,12.56,1034.95,0.941954197,53.97,2.512
5,38.5,12.56,1034.75,0.960105622,55.01,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.56,1034.62,0.896052038,51.34,2.513
5,38.5,12.42,1046.32,0.896052038,51.34,2.485
5,38.5,12.42,1046.32,0.896052038,51.34,2.485
5,38.5,12.39,1048.85,0.896052038,51.34,2.479
5,38.5,12.4,1047.85,0.785398163,45,2.481
5,38.5,12.4,1047.85,0.726580568,41.63,2.481
5,38.5,12.4,1047.73,0.726580568,41.63,2.481
5,38.5,11.4,1139.55,0.661130721,37.88,2.28
5,38.5,11.8,1100.7,0.661130721,37.88,2.361
5,38.5,12.21,1064.42,0.610690705,34.99,2.441
5,38.5,12.21,1064.42,0.610690705,34.99,2.441
5,38.5,12.21,1064.42,0.610690705,34.99,2.441
5,38.5,11.87,1094.67,0.610690705,34.99,2.374
5,38.5,12.23,1062.63,0.540353936,30.96,2.445
5,38.5,12.56,1034.1,0.610690705,34.99,2.513
5,38.5,12.21,1064.42,0.610690705,34.99,2.441
5,38.5,12.37,1050.5,0.610690705,34.99,2.474
5,38.5,12.46,1042.73,0.610690705,34.99,2.492
5,38.5,12.7,1022.79,0.566708408,32.47,2.541
5,38.5,12.7,1022.79,0.566708408,32.47,2.541
5,38.5,12.62,1029.34,0.566708408,32.47,2.524
5,38.5,12.53,1036.94,0.499338699,28.61,2.506
5,38.5,12.53,1036.94,0.499338699,28.61,2.506
5,38.5,12.53,1036.94,0.499338699,28.61,2.506
5,38.5,11.66,1114.13,0.540353936,30.96,2.332
5,38.5,12.2,1065.24,0.540353936,30.96,2.439
5,38.5,12.44,1044.44,0.499338699,28.61,2.488
5,38.5,12.53,1036.87,0.499338699,28.61,2.506
5,38.5,12.64,1027.85,0.499338699,28.61,2.528
5,38.5,12.76,1018.38,0.426558469,24.44,2.551
5,38.5,12.42,1045.71,0.426558469,24.44,2.485
5,38.5,12.76,1018.38,0.426558469,24.44,2.551
5,38.5,12.42,1045.58,0.499338699,28.61,2.485
5,38.5,12.42,1045.49,0.394793477,22.62,2.485
5,38.5,12.42,1045.49,0.394793477,22.62,2.485
5,38.5,12.18,1066.75,0.348716785,19.98,2.435
5,38.5,12.83,1012.77,0.348716785,19.98,2.565
5,38.5,12.68,1024.23,0.394793477,22.62,2.537
5,38.5,12.5,1039.16,0.348716785,19.98,2.5
5,38.5,11.7,1109.78,0.348716785,19.98,2.341
5,38.5,12.5,1039.07,0.321838714,18.44,2.5
5,38.5,12.18,1066.7,0.321838714,18.44,2.435
5,38.5,11.87,1094.71,0.266337244,15.26,2.373
5,38.5,12.34,1052.31,0.245044227,14.04,2.469
5,38.5,12.65,1026.85,0.321838714,18.44,2.53
5,38.5,12.65,1026.85,0.321838714,18.44,2.53
5,38.5,13.13,989.58,0.298451302,17.1,2.625
5,38.5,12.68,1024.14,0.245044227,14.04,2.536
5,38.5,12.51,1038.15,0.348716785,19.98,2.502
5,38.5,12.39,1048.33,0.321838714,18.44,2.478
5,38.5,12.2,1064.84,0.321838714,18.44,2.439
5,38.5,12.03,1079.55,0.321838714,18.44,2.406
5,38.5,12.03,1079.55,0.321838714,18.44,2.406
5,38.5,11.89,1092.78,0.266337244,15.26,2.377
5,38.5,12.68,1024.12,0.226892803,13,2.536
5,38.5,12.37,1050.04,0.245044227,14.04,2.474
5,38.5,12.37,1050.04,0.245044227,14.04,2.474
5,38.5,12.56,1033.98,0.165108147,9.46,2.512
5,38.5,13.05,995.16,0.15271631,8.75,2.61
5,38.5,12.56,1033.99,0.226892803,13,2.512
5,38.5,11.28,1156.29,0,0,2.257
5,38.5,12.28,1062.69,0.076794487,4.4,2.456
5,38.5,12.28,1062.69,0.076794487,4.4,2.456
5,38.5,12.28,1062.69,0.076794487,4.4,2.456
5,38.5,12.28,1062.69,0.076794487,4.4,2.456
5,38.5,12.28,1062.69,0.076794487,4.4,2.456
5,38.5,12.56,1038.97,0.071383966,4.09,2.512
5,38.5,12.28,1062.39,0.083077672,4.76,2.456
5,38.5,11.52,1132.34,0,0,2.304
5,38.5,12.02,1084.75,0,0,2.404
5,38.5,12.52,1041.23,0.076794487,4.4,2.504
5,38.5,11.76,1107.68,0,0,2.352
5,38.5,12.26,1062.27,0,0,2.452
5,38.5,12.28,1060.54,0,0,2.456
5,38.5,12.76,1020.49,0,0,2.552
5,38.5,12.52,1039.6,0.076794487,4.4,2.504
5,38.5,12.54,1037.75,0.083077672,4.76,2.508
5,38.5,12.78,1018.11,0.076794487,4.4,2.556
5,38.5,12.52,1039.04,0.076794487,4.4,2.504
5,38.5,11.54,1126.94,0.090582588,5.19,2.309
5,38.5,12.54,1037.56,0.083077672,4.76,2.508
5,38.5,12.28,1059.5,0.076794487,4.4,2.456
5,38.5,11.54,1127.13,0.083077672,4.76,2.309
5,38.5,12.32,1056.13,0.15271631,8.75,2.464
5,38.5,12.04,1080.7,0.083077672,4.76,2.408
5,38.5,12.78,1018.11,0,0,2.556
5,38.5,11.78,1104.11,0.090582588,5.19,2.356
5,38.5,12.02,1081.85,0.083077672,4.76,2.404
5,38.5,12.26,1060.56,0,0,2.452
5,38.5,12.28,1058.69,0.076794487,4.4,2.456
5,38.5,12.02,1081.54,0.076794487,4.4,2.404
5,38.5,11.28,1152.26,0.090582588,5.19,2.257
5,38.5,12.28,1058.83,0.083077672,4.76,2.456
5,38.5,12.54,1036.91,0.076794487,4.4,2.508
5,38.5,12.28,1058.98,0,0,2.456
5,38.5,12.02,1081.84,0.090582588,5.19,2.404
5,38.5,12.26,1060.87,0,0,2.452
5,38.5,12.26,1060.87,0.083077672,4.76,2.452
5,38.5,12.02,1082.01,0.076794487,4.4,2.404
5,38.5,12.04,1079.98,0.083077672,4.76,2.408
5,38.5,11.78,1103.77,0.083077672,4.76,2.356
5,38.5,12,1083.57,0,0,2.4
5,38.5,11.76,1105.65,0,0,2.352
5,38.5,11.05,1176.91,0.090582588,5.19,2.209
5,38.5,11.76,1105.36,0,0,2.352
5,38.5,12.02,1081.28,0,0,2.404
5,38.5,11.76,1105.1,0,0,2.352
5,38.5,12.04,1079.42,0.083077672,4.76,2.408
5,38.5,12.04,1079.54,0.083077672,4.76,2.408
5,38.5,11.78,1103.61,0.083077672,4.76,2.356
5,38.5,11.28,1152.59,0.083077672,4.76,2.257
5,38.5,11.28,1152.59,0.083077672,4.76,2.257
5,38.5,11.28,1152.59,0.090582588,5.19,2.257
5,38.5,10.9,1192.98,0.197396738,11.31,2.18
5,38.5,11.33,1147.83,0.083077672,4.76,2.266
5,38.5,11.61,1120.14,0.165108147,9.46,2.322
5,38.5,11.39,1141.31,0.090582588,5.19,2.279
5,38.5,10.99,1182.98,0.179943446,10.31,2.198
5,38.5,11.78,1103.23,0.165108147,9.46,2.356
5,38.5,11.29,1150.72,0.266337244,15.26,2.258
5,38.5,11.55,1124.23,0.348716785,19.98,2.311
5,38.5,11.4,1139.79,0.348716785,19.98,2.279
5,38.5,11.4,1139.14,0.266337244,15.26,2.28
5,38.5,10.77,1205.93,0.380481777,21.8,2.154
5,38.5,11.24,1155.79,0.380481777,21.8,2.248
5,38.5,11.4,1139.78,0.380481777,21.8,2.279
5,38.5,11.24,1155.79,0.348716785,19.98,2.248
5,38.5,10.92,1189.25,0.348716785,19.98,2.184
5,38.5,11.24,1155.79,0.348716785,19.98,2.248
5,38.5,10.92,1189.25,0.348716785,19.98,2.184
5,38.5,10.77,1205.93,0.380481777,21.8,2.154
5,38.5,11.57,1123,0.348716785,19.98,2.313
5,38.5,11.57,1123,0.348716785,19.98,2.313
5,38.5,11.57,1123,0.348716785,19.98,2.313
5,38.5,11.7,1109.67,0.348716785,19.98,2.341
5,38.5,10.86,1196.34,0.463733982,26.57,2.171
5,38.5,11.43,1135.87,0.380481777,21.8,2.287
5,38.5,10.86,1196.34,0.463733982,26.57,2.171
5,38.5,11.63,1116.63,0.426558469,24.44,2.326
5,38.5,10.86,1196.34,0.507192681,29.06,2.171
5,38.5,11.08,1172.28,0.463733982,26.57,2.216
5,38.5,11.24,1155.63,0.540353936,30.96,2.248
5,38.5,10.9,1191.85,0.588001425,33.69,2.18
5,38.5,10.9,1191.85,0.588001425,33.69,2.18
5,38.5,11.24,1155.63,0.588001425,33.69,2.248
5,38.5,11.46,1133.73,0.661130721,37.88,2.291
5,38.5,11.4,1139.22,0.661130721,37.88,2.28
5,38.5,10.76,1207.31,0.588001425,33.69,2.152
5,38.5,10.82,1200.85,0.588001425,33.69,2.163
5,38.5,11.4,1139.27,0.661130721,37.88,2.28
5,38.5,11.72,1108.18,0.726580568,41.63,2.344
5,38.5,11.72,1108.18,0.726580568,41.63,2.344
5,38.5,11.72,1108.18,0.726580568,41.63,2.344
5,38.5,11.72,1108.18,0.726580568,41.63,2.344
5,38.5,11.7,1110.26,0.785398163,45,2.34
5,38.5,11.7,1110.31,0.726580568,41.63,2.34
5,38.5,11.68,1112.47,0.844215759,48.37,2.336
5,38.5,11.35,1144.91,0.909840139,52.13,2.269
5,38.5,10.63,1222.09,0.852069741,48.82,2.126
5,38.5,11.73,1107.58,0.844215759,48.37,2.346
5,38.5,11.73,1107.58,0.844215759,48.37,2.346
5,38.5,11.72,1108.37,0.844215759,48.37,2.344
5,38.5,11.72,1108.37,0.844215759,48.37,2.344
5,38.5,11.46,1134.09,0.909840139,52.13,2.291
5,38.5,11.4,1139.55,0.909840139,52.13,2.28
5,38.5,11.4,1139.55,0.909840139,52.13,2.28
5,38.5,11.46,1134.18,0.960105622,55.01,2.291
5,38.5,11.8,1100.79,0.960105622,55.01,2.361
5,38.5,11.26,1154,1.063778179,60.95,2.252
5,38.5,10.9,1192.36,1.03044239,59.04,2.18
5,38.5,11.33,1146.95,1.107236877,63.44,2.266
5,38.5,11.36,1144.09,1.071457628,61.39,2.271
5,38.5,11.43,1137.25,1.107236877,63.44,2.285
5,38.5,11.43,1137.37,1.063778179,60.95,2.285
5,38.5,11.53,1127.42,1.107236877,63.44,2.305
5,38.5,11.18,1162.32,1.107236877,63.44,2.236
5,38.5,10.64,1221.07,1.107236877,63.44,2.128
5,38.5,10.64,1221.07,1.107236877,63.44,2.128
5,38.5,11.32,1148.51,1.107236877,63.44,2.263
5,38.5,11.63,1117.33,1.107236877,63.44,2.326
5,38.5,11.63,1117.33,1.107236877,63.44,2.326
5,38.5,11.63,1117.33,1.107236877,63.44,2.326
5,38.5,11.63,1117.33,1.107236877,63.44,2.326
5,38.5,11.32,1148.51,1.107236877,63.44,2.263
5,38.5,10.64,1221.07,1.107236877,63.44,2.128
5,38.5,11.08,1172.89,1.107236877,63.44,2.216
5,38.5,11.53,1127.42,1.107236877,63.44,2.305
5,38.5,11.43,1137.25,1.107236877,63.44,2.285
5,38.5,11.24,1156.12,1.03044239,59.04,2.248
5,38.5,10.82,1201.29,0.982794902,56.31,2.163
5,38.5,11.8,1100.79,0.960105622,55.01,2.361
5,38.5,11.37,1142.85,0.909840139,52.13,2.274
5,38.5,10.32,1259.35,0.927293432,53.13,2.063
5,38.5,10.62,1223.27,0.852069741,48.82,2.124
5,38.5,10.71,1212.74,0.643502895,36.87,2.142
5,38.5,10.76,1207.56,0.588001425,33.69,2.152
5,38.5,11.17,1162.66,0.661130721,37.88,2.235
5,38.5,11.17,1162.66,0.661130721,37.88,2.235
5,38.5,10.82,1201.1,0.588001425,33.69,2.163
5,38.5,11.33,1146.36,0.540353936,30.96,2.266
5,38.5,11.21,1158.38,0.380481777,21.8,2.243
5,38.5,11.24,1161.02,0.291469985,16.7,2.247
5,38.5,11.4,1144.26,0.266337244,15.26,2.28
5,38.5,11.29,1155.8,0.179943446,10.31,2.258
5,38.5,10.69,1220.54,0.197396738,11.31,2.138
5,38.5,11.18,1167.25,0.179943446,10.31,2.236
5,38.5,11.18,1167.59,0.179943446,10.31,2.236
5,38.5,11.18,1167.94,0.179943446,10.31,2.236
5,38.5,10.12,1290.17,0.090582588,5.19,2.025
5,38.5,11.11,1175.39,0.090582588,5.19,2.223
5,38.5,10.9,1198.24,0.090582588,5.19,2.18
5,38.5,11.28,1157.3,0.090582588,5.19,2.257
5,38.5,11.05,1181.86,0.090582588,5.19,2.209
5,38.5,11.28,1156.96,0.083077672,4.76,2.257
5,38.5,11.05,1181.51,0.090582588,5.19,2.209
5,38.5,11.28,1156.96,0.083077672,4.76,2.257
5,38.5,11.28,1156.29,0.083077672,4.76,2.257
5,38.5,10.76,1211.7,0.090582588,5.19,2.152
5,38.5,10.79,1208.41,0.090582588,5.19,2.157
5,38.5,10.57,1232.71,0.0996583,5.71,2.114
5,38.5,11.28,1154.54,0.090582588,5.19,2.257
5,38.5,10.79,1206.39,0,0,2.157
5,38.5,10.9,1192.36,0.090582588,5.19,2.18
5,38.5,10.62,1223.96,0.090582588,5.19,2.124
5,38.5,10.62,1223.83,0.090582588,5.19,2.124
5,38.5,10.5,1237.03,0.197396738,11.31,2.101
5,38.5,10.32,1259.1,0.197396738,11.31,2.064
5,38.5,10.62,1223.18,0.266337244,15.26,2.124
5,38.5,10.64,1221.07,0.380481777,21.8,2.128
5,38.5,10.8,1202.74,0.291469985,16.7,2.161
5,38.5,10.31,1260.18,0.380481777,21.8,2.062
5,38.5,10.86,1196.6,0.380481777,21.8,2.171
5,38.5,10.41,1248.45,0.463733982,26.57,2.081
5,38.5,10.52,1234.32,0.380481777,21.8,2.105
5,38.5,10.52,1234.32,0.380481777,21.8,2.105
5,38.5,10.52,1234.37,0.507192681,29.06,2.105
5,38.5,10.86,1196.53,0.507192681,29.06,2.171
5,38.5,10.65,1220.15,0.507192681,29.06,2.129
5,38.5,10.65,1220.15,0.507192681,29.06,2.129
5,38.5,10.3,1261.8,0.507192681,29.06,2.059
5,38.5,10.82,1201.02,0.588001425,33.69,2.163
5,38.5,10.48,1239.42,0.643502895,36.87,2.096
5,38.5,10.48,1239.42,0.588001425,33.69,2.096
5,38.5,10.82,1201.1,0.588001425,33.69,2.163
5,38.5,10.71,1213.01,0.718901119,41.19,2.142
5,38.5,10.71,1213.12,0.643502895,36.87,2.142
5,38.5,10.67,1218.43,0.718901119,41.19,2.133
5,38.5,10.67,1218.43,0.718901119,41.19,2.133
5,38.5,10.29,1263.17,0.661130721,37.88,2.058
5,38.5,10.62,1223.84,0.785398163,45,2.124
5,38.5,10.99,1182.15,0.852069741,48.82,2.199
5,38.5,10.99,1182.15,0.852069741,48.82,2.199
5,38.5,10.63,1222.6,0.852069741,48.82,2.126
5,38.5,10.63,1222.6,0.852069741,48.82,2.126
5,38.5,10.67,1218.55,0.852069741,48.82,2.133
5,38.5,10.36,1254.42,0.852069741,48.82,2.072
5,38.5,10.67,1218.68,0.852069741,48.82,2.133
5,38.5,10.71,1213.38,0.909840139,52.13,2.142
5,38.5,10.48,1239.99,0.982794902,56.31,2.096
5,38.5,10.56,1230.62,1.03044239,59.04,2.113
5,38.5,10.3,1262.78,1.063778179,60.95,2.059
5,38.5,10.3,1262.78,1.063778179,60.95,2.059
5,38.5,10.74,1210.76,1.107236877,63.44,2.148
5,38.5,10.74,1210.92,1.107236877,63.44,2.148
5,38.5,10.74,1210.92,1.107236877,63.44,2.148
5,38.5,10.3,1262.95,1.063778179,60.95,2.059
5,38.5,10.86,1197.68,1.063778179,60.95,2.171
5,38.5,10.41,1249.66,1.063778179,60.95,2.081
5,38.5,10.31,1261.61,1.152615438,66.04,2.062
5,38.5,10.31,1261.61,1.152615438,66.04,2.062
5,38.5,10.31,1261.61,1.152615438,66.04,2.062
5,38.5,10.74,1211.28,1.063778179,60.95,2.148
5,38.5,10.74,1211.28,1.063778179,60.95,2.148
5,38.5,10.99,1183.84,1.063778179,60.95,2.198
5,38.5,10.42,1252.41,1.012290966,58,2.084
5,38.5,10.64,1220.44,1.19031455,68.2,2.128
5,38.5,10.76,1206.92,1.304633616,74.75,2.153
5,38.5,10.76,1206.78,1.279326342,73.3,2.153
5,38.5,10.76,1206.78,1.279326342,73.3,2.153
5,38.5,10.77,1205.98,1.19031455,68.2,2.154
5,38.5,10.92,1189.29,1.19031455,68.2,2.184
5,38.5,10.44,1244.07,1.279326342,73.3,2.088
5,38.5,10.77,1205.98,1.19031455,68.2,2.154
5,38.5,10.77,1205.98,1.19031455,68.2,2.154
